MES;AÑO;FECHA_BL;NÚMERO_EMBARQUE;CÓDIGO_INCOTERMS;NÚMERO_CONTRATO;PROVEEDOR;PRODUCTO;BARRILES;COSTO_FOB;COSTO_FLETE;COSTO_SEGURO;COSTO_CIF;COSTO_CFR
4;2023;28/4/2023;2023053A01;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;38645,13;2592043,93;526733,12;3880,16;3122657,22;3118777,05
5;2023;4/5/2023;2023054D13;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;314394,96;28294656,03;801707,15;36199,66;29132562,84;29096363,18
5;2023;6/5/2023;2023057J07;7;CI-07-2022;TARTAN OIL LLC;JET FUEL;84034,44;7994994,47;563030,75;10647,3;8568672,52;8558025,22
5;2023;7/5/2023;2023056M06;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;208495,46;19175143,13;531663,42;24517,83;19731324,38;19706806,55
5;2023;7/5/2023;2023056M06;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;102143,29;9394028,08;260465,39;12011,44;9666504,91;9654493,47
5;2023;10/5/2023;2023048F02;7;CI-03-2023;VITOL Inc.;FUEL OIL 3% S;114714,54;6078139,05;1349563,55;9241,03;7436943,63;7427702,6
5;2023;12/5/2023;2023060L10;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;57533,09;1471545,44;509167,84;2464,27;1983177,55;1980713,28
5;2023;15/5/2023;2023063A02;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;38720,88;2570389,16;527765,59;3854,51;3102009,26;3098154,75
5;2023;17/5/2023;2023065L11;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;77162,73;1935051,67;682890,2;3257,06;2621198,92;2617941,87
5;2023;18/5/2023;2023064S03;8;CI-04-2022;LATIN AMERICA MANUFACTURERS REPRESENTATIVE (LAMAR);ETIL MERCAPTANO;28,57;62697,05;12856,95;94;75648;75554
5;2023;23/5/2023;2023061T03;7;CE-01-2023;PUMA ENERGY;AV-GAS;933,77;130447,91;52160,39;239,36;182847,67;182608,3
5;2023;23/5/2023;2023069M07;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;299966,93;29363349,81;764915,67;37483,48;30165748,96;30128265,48
5;2023;26/5/2023;2023072G08;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;313249;29345925,64;2765988,67;39951,4;32151865,7;32111914,31
5;2023;26/5/2023;2023068L12;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;40290,44;950361,31;356570,49;1625,99;1308557,79;1306931,8
6;2023;1/6/2023;2023067D15;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;311552,94;28096191,19;707225,18;35835,19;28839251,57;28803416,37
6;2023;8/6/2023;2023078A03;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;42434,36;2857900,77;578380,33;4275,18;3440556,28;3436281,1
6;2023;9/6/2023;2023071L13;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;59540,41;1363734,17;526941,49;2352,25;1893027,91;1890675,66
6;2023;9/6/2023;2023066J08;7;CI-07-2022;TARTAN OIL LLC;JET FUEL;84020,2;8283911,42;503281;10932,41;8798124,83;8787192,42
6;2023;13/6/2023;2023075L14;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;73922,05;1603835,58;654210,11;2809,3;2260854,99;2258045,69
6;2023;15/6/2023;2023083M08;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;299710,58;28295449,28;683340,12;36053,38;29014842,78;28978789,4
6;2023;19/6/2023;2023073D17;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;306096,54;30291915,39;697900,11;38555,36;31028370,85;30989815,5
6;2023;19/6/2023;2023076L15;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;40783,58;888615,06;360934,67;1554,6;1251104,33;1249549,73
6;2023;23/6/2023;2023079T04;7;CE-01-2023;PUMA ENERGY;AV-GAS;932,36;127181,31;52081,63;234,98;179497,92;179262,94
6;2023;24/6/2023;2023089I01;7;CI-05-2023;FREEPOINT COMMODITIES LLC;FUEL OIL 2 %;103872,75;6911979,16;1457334,68;10412,51;8379726,36;8369313,84
6;2023;24/6/2023;2023102I02;7;CI-05-2023;FREEPOINT COMMODITIES LLC;FUEL OIL 2 %;89909,33;6147772,91;1261427,9;9218,01;7418418,82;7409200,81
7;2023;3/7/2023;2023077J09;7;CI-07-2022;TARTAN OIL LLC;JET FUEL;84069,69;8530710,58;531320,44;11274,34;9073305,36;9062031,02
7;2023;3/7/2023;2023086A04;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;25000;1704900,72;340750;2545,06;2048195,78;2045650,72
7;2023;4/7/2023;2023074F01;7;CI-03-2023;VITOL Inc.;FUEL OIL 3% S;49263,5;3306569,68;518252,02;4758,58;3829580,28;3824821,7
7;2023;6/7/2023;2023082L17;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;62259,95;1347018,78;551000,59;2361,38;1900380,75;1898019,37
7;2023;8/7/2023;2023081G09;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;300053,79;30006874,47;723129,63;38232,12;30768236,22;30730004,1
7;2023;14/7/2023;2023085D19;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;313599,14;31426397,64;755773,93;40038,81;32222210,38;32182171,57
7;2023;16/7/2023;2023087L18;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;60792,32;1541073,58;538012,02;2586,65;2081672,25;2079085,6
7;2023;24/7/2023;2023088L19;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;62410,6;1638638,02;552333,83;2725,85;2193697,71;2190971,85
7;2023;28/7/2023;2023080L16;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;73543,72;1552404,66;650861,94;2741,15;2206007,75;2203266,6
7;2023;31/7/2023;2023094G10;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;314967,68;37839566,35;727575,34;47982,54;38615124,23;38567141,69
8;2023;3/8/2023;2023099J10;7;CI-07-2022;TARTAN OIL LLC;JET FUEL;84027,82;10577417,21;597437,8;13902,97;11188757,98;11174855,01
8;2023;4/8/2023;2023091L20;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;51985,38;1529798,22;460070,62;2475,66;1992344,5;1989868,84
8;2023;7/8/2023;2023093M09;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;308171,42;33876619,75;835144,55;43185,95;34754950,24;34711764,3
8;2023;7/8/2023;2023096L21;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;35432,95;1062286,57;313581,55;1711,76;1377579,88;1375868,12
8;2023;10/8/2023;2023097F02;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;48847,23;3787636,06;418413,58;5232,88;4211282,52;4206049,64
8;2023;16/8/2023;2023105M10;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;314577,14;35147270,2;852504,05;44788,4;36044562,65;35999774,25
8;2023;17/8/2023;2023090A05;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;33102,84;2207933;451191,71;3308,3;2662433,01;2659124,71
8;2023;20/8/2023;2023098L22;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;55361,39;1434216,39;489948,31;2393,91;1926558,6;1924164,7
8;2023;21/8/2023;2023092T05;7;CE-01-2023;PUMA ENERGY;AV-GAS;935,36;144579,56;52249,21;258;197086,77;196828,77
8;2023;21/8/2023;2023103D22;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;313112,27;38665222,87;848534,25;49160,25;39562917,37;39513757,12
8;2023;25/8/2023;2023104L23;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;40921,32;1101796,98;362153,63;1821,34;1465771,95;1463950,61
8;2023;28/8/2023;2023127I01;7;CI-07-2023;TRAFIGURA PTE LTD;FUEL OIL 2 %;99487,32;7927480,09;1402771,21;11608,04;9341859,35;9330251,3
8;2023;31/8/2023;2023106G11;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;314895,36;37286336,36;869111,19;47470,34;38202917,89;38155447,55
9;2023;1/9/2023;2023107L24;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;61610,46;1805010,4;545252,62;2924,03;2353187,06;2350263,02
9;2023;3/9/2023;2023119G12;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;321886;35708830,27;2919506,02;48058,67;38676394,97;38628336,29
9;2023;6/9/2023;2023114L26;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;48451,21;1454753,35;428793,18;2324,38;1885870,91;1883546,53
9;2023;14/9/2023;2023117L27;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;41386,7;1300253,21;366272,31;2073,37;1668598,89;1666525,52
9;2023;16/9/2023;2023138I02;7;CI-07-2023;TRAFIGURA PTE LTD;FUEL OIL 2 %;95912,6;8115862,37;1345653,78;11771,36;9473287,5;9461516,15
9;2023;20/9/2023;2023118M11;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;314483,27;35189528,08;1572416,35;45736,64;36807681,07;36761944,43
9;2023;25/9/2023;2023120L28;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;41213,38;1186306,51;364738,35;1919,7;1552964,56;1551044,86
9;2023;29/9/2023;2023110F03;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;48219,78;4108052,38;245438,68;5416,32;4358907,38;4353491,06
10;2023;2/10/2023;2023115T06;7;CE-01-2023;PUMA ENERGY;AV-GAS;935,04;128895,99;52231,33;237,42;181364,74;181127,32
10;2023;2/10/2023;2023122L29;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;51000,67;1497201,74;451355,9;2424,26;1950981,9;1948557,64
10;2023;2/10/2023;2023128L30;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;37668,22;1099672,13;333363,75;1782,89;1434818,76;1433035,88
10;2023;3/10/2023;2023111L25;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;53113,17;1572637,96;470051,55;2541,37;2045230,88;2042689,51
10;2023;11/10/2023;2023131M12;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;314624,14;27057249,85;1790211,36;35889,99;28883351,2;28847461,21
10;2023;14/10/2023;2023101A06;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;41718,61;2985822,61;568624,65;4422,19;3558869,46;3554447,26
10;2023;17/10/2023;2023126A08;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;33038,53;2130272,52;450315,16;3210,59;2583798,27;2580587,68
10;2023;19/10/2023;2023129L31;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;62846,67;1723007;556193,04;2835,62;2282035,66;2279200,04
10;2023;20/10/2023;2023133L32;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;49840,37;1371676,98;441087,28;2255,31;1815019,57;1812764,26
10;2023;21/10/2023;2023142I03;7;CI-07-2023;TRAFIGURA PTE LTD;FUEL OIL 2 %;95761,65;7175509,72;1527398,32;10827,55;8713735,58;8702908,04
10;2023;21/10/2023;2023125G13;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;299968,64;29585100,65;839912,19;37852,67;30462865,51;30425012,84
10;2023;24/10/2023;2023123S05;4;CI-08-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;224244,02;26479852,41;627883,26;32163,21;27139898,88;27107735,67
10;2023;24/10/2023;;0;;;JET FUEL;84010,3;9988051,78;235228,84;12133,78;10235414,39;10223280,62
10;2023;27/10/2023;2023124F04;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;49223,59;3735005,12;286481,29;5003,25;4026489,66;4021486,41
10;2023;29/10/2023;2023113A07;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;40785,42;2788050,92;554898,97;4159,06;3347108,96;3342949,89
10;2023;29/10/2023;2023135L33;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;63547,34;1682087,21;562393,95;2792,42;2247273,6;2244481,16
11;2023;7/11/2023;2023140L34;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;61837,9;1619755,71;547265,41;2696,06;2169717,18;2167021,12
11;2023;9/11/2023;2023130T07;7;CE-01-2023;PUMA ENERGY;AV-GAS;939,08;111314,85;52457,01;214,67;163986,53;163771,86
11;2023;11/11/2023;2023137F05;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;49156,22;3362715,24;374570,4;4649,68;3741935,32;3737285,64
11;2023;16/11/2023;2023144L35;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;62879,6;1668957,38;556484,52;2768,73;2228210,63;2225441,9
11;2023;17/11/2023;2023136G14;4;CI-07-2022;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;300227,97;26370697,88;840638,32;33854,44;27245190,63;27211336,2
11;2023;26/11/2023;2023145L36;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;56033,03;1519444,43;495892,33;2507,34;2017844,11;2015336,76
11;2023;27/11/2023;2023143I01;7;CI-11-2023;TRAFIGURA PTE LTD;FUEL OIL 2 %;99874,87;6892843,23;1553054,23;10507,79;8456405,24;8445897,46
11;2023;29/11/2023;2023141M13;3;CI-07-2022;VITOL Inc.;GASOLINA RON 91;314223,34;26058425,44;942670,02;33592,87;27034688,33;27001095,46
12;2023;1/12/2023;2023148L37;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;63404,15;1897295,23;561126,74;3058,59;2461480,56;2458421,97
12;2023;3/12/2023;2023152L38;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;41416,39;1237049,47;366535,07;1995,07;1605579,61;1603584,54
12;2023;7/12/2023;2023147T08;7;CE-01-2023;PUMA ENERGY;AV-GAS;938,43;100031,97;52420,7;199,83;152652,5;152452,67
12;2023;7/12/2023;2023149G01;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;310020,39;24598525,68;930061,17;31760,88;25560347,73;25528586,85
12;2023;8/12/2023;2023146J11;7;CI-07-2022;TARTAN OIL LLC;JET FUEL;80208,35;7899165,59;631239,71;10612,93;8541018,23;8530405,3
12;2023;9/12/2023;2023154F06;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;48827,18;3412692,83;382316,81;4721,49;3799731,14;3795009,64
12;2023;16/12/2023;2023155L39;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;51376,25;1544583,13;454679,8;2487,34;2001750,28;1999262,93
12;2023;23/12/2023;2023157S07;7;CE-09-2023;TRAFIGURA PTE LTD;GASOLINA RON 95;312552,41;30091372,95;1353351,94;39121,33;31483846,21;31444724,89
12;2023;23/12/2023;2023156L40;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;63320,15;1901271,1;560383,33;3062,62;2464717,05;2461654,43
12;2024;31/12/2023;2023158A09;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;49943,8;3115759,57;680733,99;4723,33;3801216,9;3796493,56
12;2024;31/12/2023;2024001L41;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;46570,54;1445577,78;412149,24;2311,25;1860038,28;1857727,02
1;2024;1/1/2024;2024015S01;7;CE-09-2023;VALERO;GASOLINA RON 95;315048,29;29176439,65;1364159,1;37996,48;30578595,22;30540598,75
1;2024;3/1/2024;;0;;;JET FUEL;58598,18;6010486,46;253730,12;7793,5;6272010,08;6264216,58
1;2024;5/1/2024;2024002D04;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;251240,15;24592341,6;1087869,85;31949,52;25712160,97;25680211,45
1;2024;6/1/2024;2024003F07;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;49745,16;3411602,7;389504,6;4729,07;3805836,37;3801107,3
1;2024;6/1/2024;2024010L43;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;64429,58;1994782,79;570201,78;3191,18;2568175,74;2564984,57
1;2024;11/1/2024;2024008G02;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;305328,34;25940392,27;946517,85;33450,81;26920360,94;26886910,12
1;2024;11/1/2024;2024007M01;2;CI-09-2023;ATLANTIC TRADING;GASOLINA RON 91;285060,35;22779265,04;883687,09;29439,79;23692391,91;23662952,13
1;2024;11/1/2024;2024009D05;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;214251,77;21981226,76;664180,49;28173,83;22673581,08;22645407,25
1;2024;11/1/2024;;0;;;JET FUEL;85031,5;9332190,12;263597,65;11938,41;9607726,18;9595787,77
1;2024;16/1/2024;2024012L44;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;63880,33;2256300,91;565340,91;3510,48;2825152,31;2821641,82
1;2024;19/1/2024;2024013L45;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;63879,7;2368435,03;565335,31;3649,99;2937420,33;2933770,34
1;2024;21/1/2024;2023108S06;8;CI-06-2023;LATIN AMERICA MANUFACTURERS REPRESENTATIVE (LAMAR);ETIL MERCAPTANO;28,57;55458,06;12856,95;84,99;68400;68315,01
1;2023;21/1/2024;2024004I02;7;CI-11-2023;TRAFIGURA PTE LTD;FUEL OIL 2 %;96194,23;5778956,06;1495820,28;9050,77;7283827,1;7274776,34
1;2024;21/1/2024;;0;;;JET FUEL;79280,56;8599690,3;245769,74;11004,9;8856464,94;8845460,04
1;2024;22/1/2024;2024014D06;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;217051,37;22492545,97;672859,25;28820,78;23194226;23165405,22
1;2024;24/1/2024;2024006T09;7;CE-01-2023;PUMA ENERGY;AV-GAS;1069,12;135710,23;59721,04;256,17;195687,45;195431,27
1;2024;29/1/2024;2024016L46;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;42118,37;1528994,5;372747,56;2366,02;1904108,07;1901742,06
1;2024;30/1/2024;2024021L47;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;73691,02;2785754,03;652165,53;4277,23;3442196,79;3437919,56
1;2024;31/1/2024;2024018D07;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;225515,62;24705957,37;699098,42;31607,19;25436662,98;25405055,79
1;2024;31/1/2024;;0;;;JET FUEL;63078,54;7122436,77;195543,47;9104,52;7327084,76;7317980,24
2;2024;1/2/2024;2024019F08;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;48787,17;3178120,47;382003,54;4429,26;3564553,26;3560124,01
2;2024;8/2/2024;2024023D08;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;260773,49;28736329,02;808397,82;36757,48;29581484,32;29544726,84
2;2024;9/2/2024;;0;;;JET FUEL;42026,94;4769250,19;130283,51;6095,66;4905629,36;4899533,7
2;2024;9/2/2024;2024048S04;7;CE-03-2024;GEOGAS TRADING SA;LPG;43412,6;2079725,73;384201,51;3065,45;2466992,69;2463927,24
2;2024;10/2/2024;2024017M02;2;CI-09-2023;ATLANTIC TRADING;GASOLINA RON 91;284826,96;25041804,05;882963,58;32253,78;25957021,41;25924767,63
2;2024;11/2/2024;2024028D09;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;200700,62;23779841,17;567982,75;30291,86;24378115,77;24347823,92
2;2024;11/2/2024;;0;;;JET FUEL;85117,81;10199991,81;240883,4;12989,81;10453865,02;10440875,21
2;2024;11/2/2024;2024024L48;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;64659,48;2430638,84;572236,37;3735,97;3006611,18;3002875,21
2;2024;12/2/2024;2024020I01;7;CE-02-2024;TRAFIGURA PTE LTD;FUEL OIL 2 %;97988,68;6240507,74;1424755,41;9536,58;7674799,72;7665263,15
2;2024;13/2/2024;2024046S02;7;CE-01-2024;VITOL Inc.;GASOLINA RON 95;315057,97;32541687,91;891614,06;41595,37;33474897,34;33433301,97
2;2024;13/2/2024;2024027L49;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;40827,42;1560938,81;361322,67;2391,54;1924653,03;1922261,48
2;2024;18/2/2024;2024033D10;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;217020,28;23725330,64;614167,39;30281,5;24369779,53;24339498,03
2;2024;18/2/2024;;0;;;JET FUEL;84975,6;9531969,17;240480,95;12158,2;9784608,31;9772450,12
2;2024;20/2/2024;2024011A10;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;41249,56;2787564,1;562230,14;4167,58;3353961,82;3349794,24
2;2024;23/2/2024;2024025T10;7;CE-01-2023;PUMA ENERGY;AV-GAS;1095,33;151232,7;61185,13;278,44;212696,27;212417,83
2;2024;24/2/2024;2024030L50;7;CI-10-2022;CARIB LPG TRADING LTD.;LPG;42307,03;1489598,17;374417,2;2319,08;1866334,45;1864015,37
2;2024;28/2/2024;2024037D11;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;214510,45;23146231;607064,57;29552,19;23782847,75;23753295,57
2;2024;28/2/2024;;0;;;JET FUEL;84745,45;9284881;239829,62;11849,98;9536560,59;9524710,62
2;2024;29/2/2024;2024032M03;2;CI-09-2023;ATLANTIC TRADING;GASOLINA RON 91;314911,28;31158515,93;812471,1;39776,06;32010763,1;31970987,03
2;2024;29/2/2024;2024034F09;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;49939,08;3061343,73;622240,93;4582,86;3688167,52;3683584,66
3;2024;2/3/2024;2024029I02;7;CE-02-2024;TRAFIGURA PTE LTD;FUEL OIL 2 %;98983,31;6568091,29;1439217,33;11329,32;8018637,94;8007308,62
3;2024;4/3/2024;2024042D12;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;306355,42;32506221,72;866985,84;41520,61;33414728,17;33373207,56
3;2024;4/3/2024;2024036L01;7;CI-12-2023;CARIB LPG TRADING LTD.;LPG;62722,43;2354553,7;555093,42;3619,98;2913267,1;2909647,12
3;2024;7/3/2024;2024038L02;7;CI-12-2023;CARIB LPG TRADING LTD.;LPG;63510,09;2290602,49;562064,29;4036,17;2856702,93;2852666,78
3;2024;8/3/2024;2024026A11;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;41943,83;2845364,67;571694,4;4834,7;3421893,78;3417059,07
3;2024;8/3/2024;2024045M04;2;CI-09-2023;ATLANTIC TRADING;GASOLINA RON 91;314903,09;32027029,74;1936654;48054,3;34011738,04;33963683,74
3;2024;11/3/2024;2024031T11;7;CE-01-2023;PUMA ENERGY;AV-GAS;861,97;127522,98;48149,64;248,55;175921,18;175672,62
3;2024;11/3/2024;2024047D13;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;240652,71;25549603,44;702705,91;37143,68;26289453,04;26252309,35
3;2024;11/3/2024;;0;;;JET FUEL;55251,89;6086360,34;161335,52;8839,7;6256535,56;6247695,86
3;2024;12/3/2024;2024039G03;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;300191,56;33175199,55;876559,36;48178,91;34099937,82;34051758,91
3;2024;18/3/2024;2024049D14;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;302775,71;33179136,03;884105,07;48195,16;34111436,26;34063241,1
3;2024;20/3/2024;2024050L04;7;CI-12-2023;CARIB LPG TRADING LTD.;LPG;57212,43;2100493,54;506330,02;3688,33;2610511,89;2606823,56
3;2024;20/3/2024;2024041L03;7;CI-12-2023;CARIB LPG TRADING LTD.;LPG;66577,36;2428732,16;589209,72;4270;3022211,89;3017941,88
3;2024;23/3/2024;2024035I03;7;CE-02-2024;TRAFIGURA PTE LTD;FUEL OIL 2 %;98733,92;6948878,41;1435591,2;11862,96;8396332,56;8384469,61
3;2024;23/3/2024;2024043F10;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;49967,16;3406940,1;586614,45;5650,37;3999204,93;3993554,55
3;2024;26/3/2024;2024051D15;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;220189,41;23049068,97;642953,08;33521,2;23725543,25;23692022,05
3;2024;26/3/2024;;0;;;JET FUEL;85202,69;9205163,5;248791,85;13376,15;9467331,5;9453955,35
3;2024;31/3/2024;2024054M05;2;CI-09-2023;ATLANTIC TRADING;GASOLINA RON 91;314867,9;32162275,09;2087574,18;48459,19;34298308,45;34249849,27
4;2024;1/4/2024;2024053L05;7;CI-12-2023;CARIB LPG TRADING LTD.;LPG;41723,23;1541945,03;369250,6;2704,1;1913899,73;1911195,63
4;2024;4/4/2024;2024044I01;7;CI-02-2024;TRAFIGURA PTE LTD;FUEL OIL 2 %;96745,36;7126119,09;1406677,53;12072,82;8544869,45;8532796,62
4;2024;4/4/2024;2024055R01;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;324270,72;35220142,18;1018210,06;51272,67;36289624,9;36238352,24
4;2024;4/4/2024;2024056D16;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;229732,32;24888739,17;721359,48;36235,04;25646333,69;25610098,65
4;2024;4/4/2024;;0;;;JET FUEL;60087,16;6875135,96;188673,68;9994,39;7073804,03;7063809,64
4;2024;7/4/2024;2024022S03;8;CI-04-2022;LATIN AMERICA MANUFACTURERS REPRESENTATIVE (LAMAR);ETIL MERCAPTANO;28,57;55458,06;12856,95;84,99;68400;68315,01
4;2024;7/4/2024;2024057L06;7;CI-12-2023;CARIB LPG TRADING LTD.;LPG;76942,57;2929006,63;680941,67;5107,62;3615055,92;3609948,3
4;2024;14/4/2024;2024040A12;2;CI-02-2023;GUNVOR.S.A;ASFALTO AC-30;42324,19;2938395,51;576878,71;4973,67;3520247,89;3515274,22
4;2024;16/4/2024;2024059D17;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;220910,93;23421082,39;693660,32;34119,3;24148862,01;24114742,71
4;2024;16/4/2024;;0;;;JET FUEL;84004,75;9468294,15;263774,92;13769,64;9745838,71;9732069,07
4;2024;18/4/2024;2024060L07;7;CI-12-2023;CARIB LPG TRADING LTD.;LPG;41441,58;1448483,55;366757,85;2568,34;1817809,74;1815241,4
4;2024;24/4/2024;2024062D18;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;DIESEL 0.0015%S;249751;25414168,25;784218,14;37067,39;26235453,78;26198386,39
4;2024;24/4/2024;;0;;;JET FUEL;53246,37;5633965,72;167193,6;8207,9;5809367,22;5801159,32
4;2024;24/4/2024;2024058T12;7;CE-01-2023;PUMA ENERGY;AV-GAS;858,24;125713,33;47941,29;245,7;173900,32;173654,62
4;2024;24/4/2024;2024064G04;4;CI-09-2023;EXXONMOBIL SALES AND SUPPLY, LLC;GASOLINA RON 95;314984,15;33450571,48;989050,23;48727,69;34488349,4;34439621,71
4;2024;27/4/2024;2024052I02;7;CI-02-2024;TRAFIGURA PTE LTD;FUEL OIL 2 %;96981,39;7500540,84;1410109,41;12607,44;8923257,69;8910650,25
4;2024;27/4/2024;2024061F11;7;CI-04-2023;VITOL Inc.;FUEL OIL 3% S;50023,22;3585199,04;632793,73;5967,93;4223960,7;4217992,77
