MES;AÑO;FECHA_BL;NÚMERO_EMBARQUE;CÓDIGO_INCOTERMS;NÚMERO_CONTRATO;PROVEEDOR;PRODUCTO;BARRILES;COSTO_FOB;COSTO_FLETE;COSTO_SEGURO;COSTO_CIF;COSTO_CFR
1;2018;3/1/2018;;0;;;GASOLINA RON 95;150712,79;11185913,76;253197,49;7523,05;11446634,3;11439111,25
1;2018;3/1/2018;;0;;;JET FUEL;60032,23;4899314,85;100854,15;3288,41;5003457,41;5000169
1;2018;3/1/2018;004M052018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;150291,76;10748422,9;252490,16;7234,86;11008147,92;11000913,06
1;2018;4/1/2018;005D062018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;240362,11;19020398,67;403808,34;12774,52;19436981,53;19424207,01
1;2018;5/1/2018;103T012017;3;CI-08-2017;PUMA ENERGY;AV-GAS;565,1904762;59394,84;25162,7;55,61;84613,15;84557,54
1;2018;6/1/2018;006L022018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;47249,36;1851784,29;327438,07;1434,13;2180656,49;2179222,36
1;2018;15/1/2018;;0;;;GASOLINA RON 95;160569,74;12584485,05;269757,16;8453,72;12862695,93;12854242,21
1;2018;15/1/2018;008M062018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;140736,27;10649644,35;236436,93;7159,34;10893240,62;10886081,28
1;2018;16/1/2018;010D072018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;240228,75;19633273,11;454032,34;13210,62;20100516,07;20087305,45
1;2018;16/1/2018;002A132018;2;CI-03-2017;ASPHALTOS TRADE S.A;ASFALTO AC-30;31378,92;1543175,08;233459,16;1168,42;1777802,66;1776634,24
1;2018;18/1/2018;103T012017;3;CI-08-2017;PUMA ENERGY;AV-GAS;565,6428571;60758,72;25182,29;56,52;85997,53;85941,01
1;2018;18/1/2018;009L032018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;47024,36;1851887,3;325878,82;1433,17;2179199,29;2177766,12
1;2018;25/1/2018;011M072018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;139988,54;10488650,85;264578,34;7071,97;10760301,16;10753229,19
1;2018;25/1/2018;016F022018;3;CI-09-2017;BP NORTH AMERICA PETROLEUM;FUEL OIL 3% S;199812,09;11195337,71;545487,01;7726,55;11748551,27;11740824,72
1;2018;26/1/2018;;0;;;GASOLINA RON 95;160490,17;12458545,39;303326,42;8392,97;12770264,78;12761871,81
1;2018;28/1/2018;012L042018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;61936,76;2231579,79;429221,75;1751,05;2662552,59;2660801,54
1;2018;29/1/2018;;0;;;JET FUEL;60198,85;4765431,84;113775,83;3208,86;4882416,53;4879207,67
1;2018;30/1/2018;014D082018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;249483,16;19259045,75;471523,17;12976,01;19743544,93;19730568,92
2;2018;3/2/2018;007A142018;2;CI-03-2017;ASPHALTOS TRADE S.A;ASFALTO AC-30;32008,43;1650811,43;238142,72;1242,29;1890196,44;1888954,15
2;2018;6/2/2018;;0;;;JET FUEL;50282,25;3814675,44;95033,45;2571,26;3912280,15;3909708,89
2;2018;6/2/2018;015L052018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;45310,86;1561275,11;314004,26;1234,11;1876513,48;1875279,37
2;2018;7/2/2018;018D092018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;250075,82;18449003,28;472643,3;12444,01;18934090,59;18921646,58
2;2018;8/2/2018;103T012017;3;CI-08-2017;PUMA ENERGY;AV-GAS;986,5714286;100962,97;43922,16;95,29;144980,42;144885,13
2;2018;12/2/2018;019M082018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;140629,08;10281854,34;265788,96;6936,76;10554580,06;10547643,3
2;2018;13/2/2018;019M082018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 95;160318,63;12151841,43;847360,14;11118,44;13010320,01;12999201,57
2;2018;16/2/2018;013A152018;2;CI-03-2017;ASPHALTOS TRADE S.A;ASFALTO AC-30;29958,33;1545079,28;222889,98;1162,72;1769131,98;1767969,26
2;2018;16/2/2018;017L062018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;46995,99;1694856,18;325682,21;1329,7;2021868,09;2020538,39
2;2018;17/2/2018;;0;;;JET FUEL;58268,47;4873817,32;110127,41;3277,74;4987222,47;4983944,73
2;2018;21/2/2018;;0;;;JET FUEL;60086,73;4586993,18;113563,92;3091,37;4703648,47;4700557,1
2;2018;22/2/2018;022D102018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;250297,65;18333701,89;473062,56;12368,46;18819132,91;18806764,45
2;2018;25/2/2018;020L072018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;51534,17;2081537,67;357131,8;1604,88;2440274,35;2438669,47
2;2018;26/2/2018;021M092018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;140124,88;9741738,82;264836,02;6580,92;10013155,76;10006574,84
2;2018;27/2/2018;;0;;;GASOLINA RON 95;160227,19;11572385,99;302829,39;7809,85;11883025,23;11875215,38
3;2018;2/3/2018;;0;;;JET FUEL;70108,45;5279169,74;132504,97;3559,04;5415233,75;5411674,71
3;2018;2/3/2018;024A162018;2;CI-03-2017;ASPHALTOS TRADE S.A;ASFALTO AC-30;49922,26;2581116,72;371421,61;1941,77;2954480,1;2952538,33
3;2018;3/3/2018;025D112018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;230491,43;16775559,36;435628,8;11319,11;17222507,27;17211188,16
3;2018;6/3/2018;023L082018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;61881,97;1993973,97;428842,05;1594,43;2424410,45;2422816,02
3;2018;15/3/2018;;0;;;JET FUEL;70130,97;5592097,44;132547,53;3764,87;5728409,84;5724644,97
3;2018;15/3/2018;027M102018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;119936,35;9214783,49;226679,7;6209,27;9447672,46;9441463,19
3;2018;16/3/2018;;0;;;GASOLINA RON 95;180657,17;14368480,84;341445,83;9674,13;14719600,8;14709926,67
3;2018;16/3/2018;103T012017;3;CI-08-2017;PUMA ENERGY;AV-GAS;560,7857143;61397,45;24966,37;56,8;86420,62;86363,82
3;2018;16/3/2018;029D122018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;230147,93;17834066,71;434979,59;12014,82;18281061,12;18269046,3
3;2018;16/3/2018;026L092018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;47467,23;1618730,49;328947,9;1281,74;1948960,13;1947678,39
3;2018;17/3/2018;031A012018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;39752,41;2145680,18;295757,93;1605,64;2443043,75;2441438,11
3;2018;26/3/2018;028L102018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;51190,66;1763367,42;354751,27;1393,92;2119512,61;2118118,69
3;2018;27/3/2018;;0;;;JET FUEL;79947,68;6457969,47;151101,12;4346,52;6613417,11;6609070,59
3;2018;27/3/2018;032D132018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;220681,72;17143762,34;417088,45;11549,07;17572399,86;17560850,79
3;2018;31/3/2018;030S012018;2;CI-02-2018;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;119999,38;8906517,02;226798,83;6006,62;9139322,47;9133315,85
4;2018;1/4/2018;;0;;;GASOLINA RON 95;170988,08;13165352,73;323167,47;8870,86;13497391,06;13488520,2
4;2018;4/4/2018;033A022018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;43114,75;2357235,93;320773,74;1761,22;2679770,89;2678009,67
4;2018;5/4/2018;035D142018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;300827,67;24608593,4;568564,3;16558,01;25193715,71;25177157,7
4;2018;5/4/2018;034L112018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;46738,36;1503678,57;323896,83;1202,72;1828778,12;1827575,4
4;2018;6/4/2018;103T012017;3;CI-08-2017;PUMA ENERGY;AV-GAS;561,9285714;62828,68;25017,12;57,77;87903,57;87845,8
4;2018;13/4/2018;;0;;;JET FUEL;80178,67;6897511,73;151537,69;4635,88;7053685,3;7049049,42
4;2018;13/4/2018;044L152018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;61072,42;2356346,81;423231,94;1829,22;2781407,97;2779578,75
4;2018;14/4/2018;039D152018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;220403,53;18176749,56;416562,67;12228,08;18605540,31;18593312,23
4;2018;14/4/2018;036L122018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;48472,94;1667279,59;335917,47;1318,3;2004515,36;2003197,06
4;2018;17/4/2018;037M112018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;130670;10693720;246965;7195;10947880;10940685
4;2018;18/4/2018;;0;;;GASOLINA RON 95;170472;14411825;322191;9690;14743706;14734016
4;2018;19/4/2018;041A032018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42967,81;2407378,79;319680,51;1793,48;2728852,78;2727059,3
4;2018;22/4/2018;042D162018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;299948;25097708;566902;16879;25681489;25664610
4;2018;26/4/2018;038L132018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;43007,25;1613385,66;298040,24;1257,9;1912683,8;1911425,9
4;1900;30/4/2018;;0;;;;;;;;;0
4;2018;30/4/2018;040L142018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;47611,25;1816608,61;329945,96;1412,64;2147967,21;2146554,57
5;2018;1/5/2018;;0;;;GASOLINA RON 95;140535,88;11837781,3;265612,81;7959,92;12111354,03;12103394,11
5;2018;1/5/2018;043S022018;2;CI-02-2018;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;160222,34;13051517,13;302820,22;8782,61;13363119,96;13354337,35
5;2018;2/5/2018;;0;;;JET FUEL;70083,26;6312702,86;132457,37;4238,73;6449398,96;6445160,23
5;2018;2/5/2018;103T012017;3;CI-08-2017;PUMA ENERGY;AV-GAS;561,8333333;63995,14;25012,67;58,54;89066,35;89007,81
5;2018;2/5/2018;046I012018;3;CI-04-2018;GLENCORE LTD.;FUEL OIL 2% S;67198,47;4098385,78;267449,91;2871,24;4368706,93;4365835,69
5;2018;5/5/2018;048D172018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;227936,5;19898205,74;430799,99;13369,57;20342375,3;20329005,73
5;2018;11/5/2018;049F032018;3;CI-09-2017;BP NORTH AMERICA PETROLEUM;FUEL OIL 3% S;178852,97;11691599,34;488268,61;8015,48;12187883,43;12179867,95
5;2018;12/5/2018;;0;;;GASOLINA RON 95;120405,33;10698700,63;227566,07;7185,77;10933452,47;10926266,7
5;2018;13/5/2018;050S042018;2;CI-02-2018;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;180697,07;15554644,25;341517,46;10454,27;15906615,98;15896161,71
5;2018;14/5/2018;051A042018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42935,02;2655441,93;319436,55;1956,46;2976834,94;2974878,48
5;2018;18/5/2018;;0;;;JET FUEL;80171,76;7198983,31;151524,63;4834,14;7355342,08;7350507,94
5;2018;18/5/2018;054D182018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;219957,48;19080719;415719,64;1822,03;19498260,67;19496438,64
5;2018;22/5/2018;047L162018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;31952,94;1284648,82;221433,87;991,14;1507073,83;1506082,69
5;2018;25/5/2018;055M122018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;150005,26;12427224,62;283509,94;8359,34;12719093,9;12710734,56
5;2018;26/5/2018;;0;;;GASOLINA RON 95;150445,4;12870345,4;284341,81;8651,31;13163338,52;13154687,21
5;2018;29/5/2018;052L172018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;61643,39;2446176,11;427188,69;1890,94;2875255,74;2873364,8
5;2018;31/5/2018;056D192018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;300431,96;25271441,97;567816,41;16993,45;25856251,83;25839258,38
6;2018;4/6/2018;059M132018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;160195,9;12937748,17;302770,25;8707,76;13249226,18;13240518,42
6;2018;5/6/2018;;0;;;GASOLINA RON 95;138726,29;11578798,87;262192,69;7787,35;11848778,91;11840991,56
6;2018;5/6/2018;057A052018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42911,42;2853969,81;319260,96;2086,91;3175317,68;3173230,77
6;2018;8/6/2018;053L182018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;41571,93;1588897,29;288093,47;1235,23;1878225,99;1876990,76
6;2018;14/6/2018;;0;;;JET FUEL;79966,19;6884492,2;151136,1;4627,05;7040255,35;7035628,3
6;2018;14/6/2018;062D202018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;220155,2;18239128,74;416093,33;12268,79;18667490,86;18655222,07
6;2018;14/6/2018;058L192018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;52948,48;2009100,59;366932,97;1563,65;2377597,21;2376033,56
6;2018;17/6/2018;061M142018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;130194,65;10228261,53;246067,89;6888,55;10481217,97;10474329,42
6;2018;18/6/2018;;0;;;GASOLINA RON 95;169455,98;13770726,12;320271,8;9267,09;14100265,01;14090997,92
6;2018;19/6/2018;060L202018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;31236,56;1153165,85;216469,36;901,35;1370536,56;1369635,21
6;2018;21/6/2018;;0;;;JET FUEL;70235,85;6282522,62;132745,75;4219,07;6419487,44;6415268,37
6;2018;21/6/2018;067D212018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;229343,34;19726778,17;433458,91;13258,58;20173495,66;20160237,08
6;2018;22/6/2018;071T112018;3;CI-08-2017;PUMA ENERGY;AV-GAS;702,1190476;85882,52;31258,02;77,04;117217,58;117140,54
6;2018;28/6/2018;064A062018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42940,16;3021435,49;319474,79;2197,18;3343107,46;3340910,28
6;2018;30/6/2018;066M152018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;129846,9;10797715,26;245410,64;7262,62;11050388,52;11043125,9
7;2018;1/7/2018;;0;;;GASOLINA RON 95;169772,92;14576754,55;320870,82;9797,57;14907422,94;14897625,37
7;2018;2/7/2018;;0;;;JET FUEL;80144,95;7260936,97;151473,96;1874,85;7414285,78;7412410,93
7;2018;2/7/2018;072S022018;3;CE-02-2018;PETROLEOS DELTA S.A;AV-GAS;192,1428571;41526,4;10329,6;34,1;51890,1;51856
7;2018;2/7/2018;070D222018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;219800,39;19012356,67;415422,74;12776,88;19440556,29;19427779,41
7;2018;2/7/2018;063L212018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;62367,7;2536979,07;432249,05;1954,03;2971182,15;2969228,12
7;2018;12/7/2018;;0;;;JET FUEL;49973,22;4283374,63;94449,39;2879,12;4380703,14;4377824,02
7;2018;12/7/2018;086T122018;3;CI-08-2017;PUMA ENERGY;AV-GAS;703,8809524;85640,92;31337,36;76,93;117055,21;116978,28
7;2018;12/7/2018;065L222018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;38158,35;1598743,51;264437,37;1226,14;1864407,02;1863180,88
7;2018;13/7/2018;073D232018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;250524,55;20455794,94;473491,4;13764,36;20943050,7;20929286,34
7;2018;15/7/2018;;0;;;GASOLINA RON 95;174820,06;14507718,91;330409,91;9758,44;14847887,26;14838128,82
7;2018;16/7/2018;069M162018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;135182,71;10852948,9;255495,32;7305,58;11115749,8;11108444,22
7;2018;17/7/2018;;0;;;JET FUEL;50064,18;4472443,04;94621,3;3003,58;4570067,92;4567064,34
7;2018;17/7/2018;077D242018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;250190,25;21183873,22;472859,57;14242,78;21670975,57;21656732,79
7;2018;20/7/2018;068L232018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;60465,12;2462536,25;419023,28;1896,34;2883455,87;2881559,53
7;2018;25/7/2018;074L242018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;41379,7;1825581,44;286761,32;1390,11;2113732,87;2112342,76
7;2018;29/7/2018;078M172018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;155847,08;12755731,76;294550,98;8582,65;13058865,39;13050282,74
7;2018;29/7/2018;076L252018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;36768,19;1656145,28;254803,56;1257,58;1912206,42;1910948,84
7;2018;30/7/2018;;0;;;GASOLINA RON 95;155510,53;13148534,34;293914,9;8840,56;13451289,8;13442449,24
8;2018;1/8/2018;075A072018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42882,87;3061566,37;319048,55;2223,3;3382838,22;3380614,92
8;2018;3/8/2018;079F042018;3;CI-09-2017;BP NORTH AMERICA PETROLEUM;FUEL OIL 3% S;190050,8;11826718,89;518838,68;8124,52;12353682,09;12345557,57
8;2018;5/8/2018;083D252018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;250115,35;20912636,83;472718,02;14064,29;21399419,14;21385354,85
8;2018;6/8/2018;;0;;;JET FUEL;60043,55;5252636,09;113482,31;3529,08;5369647,48;5366118,4
8;2018;9/8/2018;080L262018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;41619,32;1739588,81;288421,88;1334,62;2029345,31;2028010,69
8;2018;13/8/2018;085M182018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;145112,7;11661328,14;274263;7849,56;11943440,7;11935591,14
8;2018;13/8/2018;084L272018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;36006,41;1490232,12;249524,42;1144,92;1740901,46;1739756,54
8;2018;14/8/2018;;0;;;GASOLINA RON 95;165024,09;13707481,06;311895,53;9219,98;14028596,57;14019376,59
8;2018;17/8/2018;082A082018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42961,25;3064866,91;319631,7;2225,85;3386724,46;3384498,61
8;2018;20/8/2018;081T132018;3;CI-08-2017;PUMA ENERGY;AV-GAS;749,2857143;84668,79;33357,95;77,62;118104,36;118026,74
8;2018;23/8/2018;089D262018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;240216,63;21238086,95;454009,43;14266,02;21706362,4;21692096,38
8;2018;24/8/2018;;0;;;JET FUEL;70539,76;6485769,39;133320,14;4353,11;6623442,64;6619089,53
8;2018;27/8/2018;;0;;;GASOLINA RON 95;165271,45;14052442,78;312363,04;9447,16;14374252,98;14364805,82
8;2018;27/8/2018;087L282018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;47591,95;2077848,41;329812,21;1584,46;2409245,08;2407660,62
8;2018;28/8/2018;088M192018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;145328,04;11963900,72;274670;8048,82;12246619,54;12238570,72
9;2018;1/9/2018;092A092018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42939,46;3022542,1;319469,58;2197,91;3344209,59;3342011,68
9;2018;3/9/2018;090L292018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;31952,93;1446472,25;221433,81;1097,64;1669003,7;1667906,06
9;2018;4/9/2018;091D272018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;250558,13;21847065,19;473554,86;14679,38;22335299,43;22320620,05
9;2018;5/9/2018;;0;;;JET FUEL;57669,97;5245899,66;108996,24;3521,7;5358417,6;5354895,9
9;2018;12/9/2018;093L302018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;61680,02;2831278,98;427442,54;2144,54;3260866,06;3258721,52
9;2018;14/9/2018;096M202018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;155489,22;12781262,27;293874,63;8598,99;13083735,89;13075136,9
9;2018;15/9/2018;;0;;;GASOLINA RON 95;154883,74;13150145,83;292730,27;8840,84;13451716,94;13442876,1
9;2018;19/9/2018;094L312018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;41197,06;1889455,95;285495,63;1431,32;2176382,9;2174951,58
9;2018;21/9/2018;095T142018;3;CI-08-2017;PUMA ENERGY;AV-GAS;748,9047619;87566,11;33341,24;79,52;120986,87;120907,35
9;2018;21/9/2018;097S052018;3;CI-08-2018;MOTIVA ENTERPRISES LLC;DIESEL 0.0015%S;317770,2;28682064,2;600585,68;19258,03;29301907,91;29282649,88
9;2018;25/9/2018;099A102018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;43020,35;3054365,57;320071,4;2219,23;3376656,2;3374436,97
9;2018;29/9/2018;;0;;;GASOLINA RON 95;157284,71;14137825,89;297268,1;9493,38;14444587,37;14435093,99
9;2018;29/9/2018;098L322018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;40822,07;1888111,09;282896,94;1428,72;2172436,75;2171008,03
9;2018;30/9/2018;;0;;;JET FUEL;89958,9;8779103,62;170022,32;5885,48;8955011,42;8949125,94
9;2018;30/9/2018;104M212018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;150659,09;13135034,94;284745,68;8825,65;13428606,27;13419780,62
10;2018;1/10/2018;102D282018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;210182,57;19992734,18;397245,06;13409,67;20403388,91;20389979,24
10;2018;9/10/2018;105M222018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;135491,62;10738801,08;256079,16;7230,89;11002111,13;10994880,24
10;2018;11/10/2018;;0;;;GASOLINA RON 95;165153,29;13536140,11;312139,72;9107,46;13857387,29;13848279,83
10;2018;11/10/2018;111T162018;1;CE-07-2018;GAS DEL CARIBE S.A. DE CV;PROPANO;4610,6;260778,62;29046,75;190,6065528;290015,9766;289825,37
10;2018;12/10/2018;101S062018;2;CI-08-2018;MOTIVA ENTERPRISES LLC;DIESEL 0.0015%S;311484,62;29572013,26;588705,93;19835,5;30180554,69;30160719,19
10;2018;18/10/2018;103L342018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;61828,77;2532975,5;428473,37;1948,91;2963397,78;2961448,87
10;2018;23/10/2018;;0;;;JET FUEL;49966,77;4603766,43;94437,19;3089,82;4701293,44;4698203,62
10;2018;24/10/2018;;0;;;GASOLINA RON 95;86785,11;6558840,22;164023,86;4421,36;6727285,44;6722864,08
10;2018;24/10/2018;109M232018;2;CI-11-2017;VALERO MARKETING & SUPPLY CO.;GASOLINA RON 91;150261,86;10949975,06;283994,92;7388,13;11241358,11;11233969,98
10;2018;24/10/2018;106L352018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;32896,07;1203139,19;227969,77;941,8;1432050,76;1431108,96
11;2018;1/11/2018;110A112018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42421,23;2770132,15;315613,95;2029,37;3087775,47;3085746,1
11;2018;3/11/2018;;0;;;GASOLINA RON 95;159705;12411074,21;435994,65;8449;12855517,86;12847068,86
11;2018;4/11/2018;108D012018;2;CI-11-2018;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;300170,44;26751393,1;567322,13;17966,43;27336681,66;27318715,23
11;2018;4/11/2018;107L362018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;46975,27;1643756,89;325538,62;1295,98;1970591,49;1969295,51
11;2018;5/11/2018;118G012018;2;CI-11-2018;ATLANTIC TRADING & MARKETING Inc.;GASOLINA RON 91;159923;12025274,43;436589,79;8195,67;12470059,89;12461864,22
11;2018;5/11/2018;100L332018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;49629,59;2272695,32;343933,06;1721,99;2618350,37;2616628,38
11;2018;8/11/2018;;0;;;GASOLINA RON 95;149505,95;10592931;282566,25;7152,38;10882649,63;10875497,25
11;2018;8/11/2018;112M012018;3;CI-11-2018;MOTIVA ENTERPRISES LLC;GASOLINA RON 91;151087,24;10438627,27;285554,88;1052,87;10725235,02;10724182,15
11;2018;12/11/2018;113L372018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;62378,54;1932861,65;432283,28;1556,49;2366701,42;2365144,93
11;2018;15/11/2018;117L382018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;29179,31;924919,82;202212,62;741,75;1127874,19;1127132,44
11;2018;16/11/2018;;0;;;JET FUEL;70166,95;5810251,38;132615,54;3908,39;5946775,31;5942866,92
11;2018;17/11/2018;116D022018;2;CI-11-2018;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;229935,44;19001810,06;434577,99;12782,54;19449170,59;19436388,05
11;2018;25/11/2018;114F012018;3;CE-08-2018;GLENCORE LTD.;FUEL OIL 3% S;190671,57;10921769,25;520533,39;7525,14;11449827,78;11442302,64
11;2018;27/11/2018;;0;;;JET FUEL;58448,59;4352607,79;110467,84;2935,19;4466010,82;4463075,63
11;2018;27/11/2018;;0;;;GASOLINA RON 95;150878,38;9019826,44;285160,14;6119,52;9311106,1;9304986,58
11;1900;28/11/2018;;0;;;;;;;;;0
11;2018;28/11/2018;121A122018;2;CI-01-2018;MATCON TRADING CORP.;ASFALTO AC-30;42930,93;2612512,31;319406,12;1928,21;2933846,64;2931918,43
11;2018;29/11/2018;122M022018;3;CI-11-2018;MOTIVA ENTERPRISES LLC;GASOLINA RON 91;160060,59;9286364,74;302514,52;6306,22;9595185,48;9588879,26
11;2018;29/11/2018;119L392018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;61540,22;1749840,1;426473,72;1432,21;2177746,03;2176313,82
11;2018;30/11/2018;120D032018;2;CI-11-2018;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;240011,86;17649832,44;453622,41;11905,91;18115360,76;18103454,85
12;2018;9/12/2018;123L402018;3;CI-12-2017;CARIB LPG TRADING LTD.;LPG;38668,1;1166445,58;267969,93;943,98;1435359,49;1434415,51
12;2018;10/12/2018;;0;;;JET FUEL;58671,39;4360907,99;110888,93;2940,92;4474737,84;4471796,92
12;2018;11/12/2018;124D042018;2;CI-11-2018;VALERO MARKETING & SUPPLY CO.;DIESEL 0.0015%S;248999,77;18049919,48;470609,57;12180,21;18532709,26;18520529,05
12;2018;12/12/2018;115T152018;3;CI-08-2017;PUMA ENERGY;AV-GAS;752,2619048;65157,38;33491,06;64,88;98713,32;98648,44
12;2018;15/12/2018;;0;;;JET FUEL;59966,25;4418089,22;113336,21;2980,13;4534405,56;4531425,43
